key,pk,protein,ligand
charge_annhil_ephx2_33,7.9037695123332075,charge_annhil/ephx2_protein.pdb,charge_annhil/split_sdf/charge_annhil_ephx2_33.sdf
charge_annhil_irak4_s2_17charg,7.440140480359202,charge_annhil/irak4_s2_protein.pdb,charge_annhil/split_sdf/charge_annhil_irak4_s2_17charg.sdf
charge_annhil_irak4_s2_17neu,7.440140480359202,charge_annhil/irak4_s2_protein.pdb,charge_annhil/split_sdf/charge_annhil_irak4_s2_17neu.sdf
charge_annhil_irak4_s2_5neu,7.072180998014152,charge_annhil/irak4_s2_protein.pdb,charge_annhil/split_sdf/charge_annhil_irak4_s2_5neu.sdf
charge_annhil_irak4_s2_18,8.036235150562069,charge_annhil/irak4_s2_protein.pdb,charge_annhil/split_sdf/charge_annhil_irak4_s2_18.sdf
charge_annhil_irak4_s2_6,6.262670557951249,charge_annhil/irak4_s2_protein.pdb,charge_annhil/split_sdf/charge_annhil_irak4_s2_6.sdf
charge_annhil_irak4_s2_5charg,7.072180998014152,charge_annhil/irak4_s2_protein.pdb,charge_annhil/split_sdf/charge_annhil_irak4_s2_5charg.sdf
charge_annhil_irak4_s2_14,7.440140480359202,charge_annhil/irak4_s2_protein.pdb,charge_annhil/split_sdf/charge_annhil_irak4_s2_14.sdf
charge_annhil_irak4_s3_28neu,6.991230164555965,charge_annhil/irak4_s3_protein.pdb,charge_annhil/split_sdf/charge_annhil_irak4_s3_28neu.sdf
charge_annhil_irak4_s3_19charg,7.800741306445884,charge_annhil/irak4_s3_protein.pdb,charge_annhil/split_sdf/charge_annhil_irak4_s3_19charg.sdf
charge_annhil_irak4_s3_29,6.409854210523866,charge_annhil/irak4_s3_protein.pdb,charge_annhil/split_sdf/charge_annhil_irak4_s3_29.sdf
charge_annhil_irak4_s3_19neu,7.800741306445884,charge_annhil/irak4_s3_protein.pdb,charge_annhil/split_sdf/charge_annhil_irak4_s3_19neu.sdf
charge_annhil_irak4_s3_28charg,6.991230164555965,charge_annhil/irak4_s3_protein.pdb,charge_annhil/split_sdf/charge_annhil_irak4_s3_28charg.sdf
charge_annhil_irak4_s3_27,6.409854210523866,charge_annhil/irak4_s3_protein.pdb,charge_annhil/split_sdf/charge_annhil_irak4_s3_27.sdf
charge_annhil_itk_17,8.293807068934413,charge_annhil/itk_protein.pdb,charge_annhil/split_sdf/charge_annhil_itk_17.sdf
charge_annhil_itk_1neu,9.250501161569934,charge_annhil/itk_protein.pdb,charge_annhil/split_sdf/charge_annhil_itk_1neu.sdf
charge_annhil_itk_1charg,9.250501161569934,charge_annhil/itk_protein.pdb,charge_annhil/split_sdf/charge_annhil_itk_1charg.sdf
charge_annhil_itk_18,9.397685515969565,charge_annhil/itk_protein.pdb,charge_annhil/split_sdf/charge_annhil_itk_18.sdf
charge_annhil_itk_19,9.618460643914984,charge_annhil/itk_protein.pdb,charge_annhil/split_sdf/charge_annhil_itk_19.sdf
charge_annhil_jak1_17,7.999439061962163,charge_annhil/jak1_protein.pdb,charge_annhil/split_sdf/charge_annhil_jak1_17.sdf
charge_annhil_jak1_18charg,8.31588444136355,charge_annhil/jak1_protein.pdb,charge_annhil/split_sdf/charge_annhil_jak1_18charg.sdf
charge_annhil_jak1_18neu,8.31588444136355,charge_annhil/jak1_protein.pdb,charge_annhil/split_sdf/charge_annhil_jak1_18neu.sdf
charge_annhil_jak1_jmc_25,8.396835274821736,charge_annhil/jak1_protein.pdb,charge_annhil/split_sdf/charge_annhil_jak1_jmc_25.sdf
charge_annhil_jak1_jmc_34,9.618460643914984,charge_annhil/jak1_protein.pdb,charge_annhil/split_sdf/charge_annhil_jak1_jmc_34.sdf
charge_annhil_jak1_16charg,7.75658585976059,charge_annhil/jak1_protein.pdb,charge_annhil/split_sdf/charge_annhil_jak1_16charg.sdf
charge_annhil_jak1_16neu,7.75658585976059,charge_annhil/jak1_protein.pdb,charge_annhil/split_sdf/charge_annhil_jak1_16neu.sdf
charge_annhil_jak1_jmc_22,8.352680529963461,charge_annhil/jak1_protein.pdb,charge_annhil/split_sdf/charge_annhil_jak1_jmc_22.sdf
charge_annhil_jnk1_6a,6.1890783807514325,charge_annhil/jnk1_protein.pdb,charge_annhil/split_sdf/charge_annhil_jnk1_6a.sdf
charge_annhil_jnk1_19a_neu,5.048404196029879,charge_annhil/jnk1_protein.pdb,charge_annhil/split_sdf/charge_annhil_jnk1_19a_neu.sdf
charge_annhil_jnk1_19b_neu,5.372208582603145,charge_annhil/jnk1_protein.pdb,charge_annhil/split_sdf/charge_annhil_jnk1_19b_neu.sdf
charge_annhil_jnk1_19b_charg,5.372208582603145,charge_annhil/jnk1_protein.pdb,charge_annhil/split_sdf/charge_annhil_jnk1_19b_charg.sdf
charge_annhil_jnk1_19a_charg,5.048404196029879,charge_annhil/jnk1_protein.pdb,charge_annhil/split_sdf/charge_annhil_jnk1_19a_charg.sdf
charge_annhil_ptp1b_26charg,5.475237139403977,charge_annhil/ptp1b_protein.pdb,charge_annhil/split_sdf/charge_annhil_ptp1b_26charg.sdf
charge_annhil_ptp1b_26neu,5.475237139403977,charge_annhil/ptp1b_protein.pdb,charge_annhil/split_sdf/charge_annhil_ptp1b_26neu.sdf
charge_annhil_ptp1b_27,6.792531707212671,charge_annhil/ptp1b_protein.pdb,charge_annhil/split_sdf/charge_annhil_ptp1b_27.sdf
charge_annhil_ptp1b_32,8.485145466365308,charge_annhil/ptp1b_protein.pdb,charge_annhil/split_sdf/charge_annhil_ptp1b_32.sdf
charge_annhil_thrombin_whole_map_11,4.297766866082516,charge_annhil/thrombin_whole_map_protein.pdb,charge_annhil/split_sdf/charge_annhil_thrombin_whole_map_11.sdf
charge_annhil_thrombin_whole_map_1,5.004249100258094,charge_annhil/thrombin_whole_map_protein.pdb,charge_annhil/split_sdf/charge_annhil_thrombin_whole_map_1.sdf
charge_annhil_thrombin_whole_map_3,4.165301227853653,charge_annhil/thrombin_whole_map_protein.pdb,charge_annhil/split_sdf/charge_annhil_thrombin_whole_map_3.sdf
charge_annhil_thrombin_whole_map_jmb2009-4,8.485145466365308,charge_annhil/thrombin_whole_map_protein.pdb,charge_annhil/split_sdf/charge_annhil_thrombin_whole_map_jmb2009-4.sdf
charge_annhil_thrombin_whole_map_10,5.644498515319241,charge_annhil/thrombin_whole_map_protein.pdb,charge_annhil/split_sdf/charge_annhil_thrombin_whole_map_10.sdf
charge_annhil_thrombin_whole_map_2,4.518542344941443,charge_annhil/thrombin_whole_map_protein.pdb,charge_annhil/split_sdf/charge_annhil_thrombin_whole_map_2.sdf
charge_annhil_tyk2_ejm_47,7.204646636243014,charge_annhil/tyk2_protein.pdb,charge_annhil/split_sdf/charge_annhil_tyk2_ejm_47.sdf
charge_annhil_tyk2_jmc_32charg,8.580815015994263,charge_annhil/tyk2_protein.pdb,charge_annhil/split_sdf/charge_annhil_tyk2_jmc_32charg.sdf
charge_annhil_tyk2_jmc_31,8.036235150562069,charge_annhil/tyk2_protein.pdb,charge_annhil/split_sdf/charge_annhil_tyk2_jmc_31.sdf
charge_annhil_tyk2_jmc_32neu,8.580815015994263,charge_annhil/tyk2_protein.pdb,charge_annhil/split_sdf/charge_annhil_tyk2_jmc_32neu.sdf
charge_annhil_tyk2_ejm_52neu,5.512032877090378,charge_annhil/tyk2_protein.pdb,charge_annhil/split_sdf/charge_annhil_tyk2_ejm_52neu.sdf
charge_annhil_tyk2_ejm_52charg,5.512032877090378,charge_annhil/tyk2_protein.pdb,charge_annhil/split_sdf/charge_annhil_tyk2_ejm_52charg.sdf
charge_annhil_tyk2_ejm_46,8.40419463290712,charge_annhil/tyk2_protein.pdb,charge_annhil/split_sdf/charge_annhil_tyk2_ejm_46.sdf
fragments_frag_liga_auto_12,6.660066770810823,fragments/frag_liga_auto_protein.pdb,fragments/split_sdf/fragments_frag_liga_auto_12.sdf
fragments_frag_liga_auto_9,4.69516307894209,fragments/frag_liga_auto_protein.pdb,fragments/split_sdf/fragments_frag_liga_auto_9.sdf
fragments_frag_liga_auto_5,3.532411170877891,fragments/frag_liga_auto_protein.pdb,fragments/split_sdf/fragments_frag_liga_auto_5.sdf
fragments_frag_liga_auto_6,3.900370653222942,fragments/frag_liga_auto_protein.pdb,fragments/split_sdf/fragments_frag_liga_auto_6.sdf
fragments_frag_liga_auto_11,6.682144143239963,fragments/frag_liga_auto_protein.pdb,fragments/split_sdf/fragments_frag_liga_auto_11.sdf
fragments_frag_liga_auto_10,4.8129100010001835,fragments/frag_liga_auto_protein.pdb,fragments/split_sdf/fragments_frag_liga_auto_10.sdf
fragments_frag_liga_auto_8,4.2904075079971316,fragments/frag_liga_auto_protein.pdb,fragments/split_sdf/fragments_frag_liga_auto_8.sdf
fragments_frag_liga_auto_3,4.437591511483256,fragments/frag_liga_auto_protein.pdb,fragments/split_sdf/fragments_frag_liga_auto_3.sdf
fragments_frag_liga_auto_7,3.8635745646230335,fragments/frag_liga_auto_protein.pdb,fragments/split_sdf/fragments_frag_liga_auto_7.sdf
fragments_frag_liga_auto_13,7.852255409389544,fragments/frag_liga_auto_protein.pdb,fragments/split_sdf/fragments_frag_liga_auto_13.sdf
fragments_frag_liga_auto_4,4.783473270485661,fragments/frag_liga_auto_protein.pdb,fragments/split_sdf/fragments_frag_liga_auto_4.sdf
fragments_frag_mcl1_noweak_2,3.9224480256520806,fragments/frag_mcl1_noweak_protein.pdb,fragments/split_sdf/fragments_frag_mcl1_noweak_2.sdf
fragments_frag_mcl1_noweak_3,4.702522086113968,fragments/frag_mcl1_noweak_protein.pdb,fragments/split_sdf/fragments_frag_mcl1_noweak_3.sdf
fragments_frag_mcl1_noweak_4,4.2756891427398696,fragments/frag_mcl1_noweak_protein.pdb,fragments/split_sdf/fragments_frag_mcl1_noweak_4.sdf
fragments_frag_mcl1_noweak_5,4.444950518655133,fragments/frag_mcl1_noweak_protein.pdb,fragments/split_sdf/fragments_frag_mcl1_noweak_5.sdf
fragments_frag_mcl1_noweak_7,4.327203596597039,fragments/frag_mcl1_noweak_protein.pdb,fragments/split_sdf/fragments_frag_mcl1_noweak_7.sdf
fragments_frag_mcl1_noweak_8,4.687803720856706,fragments/frag_mcl1_noweak_protein.pdb,fragments/split_sdf/fragments_frag_mcl1_noweak_8.sdf
fragments_frag_mcl1_noweak_9,4.032835940538297,fragments/frag_mcl1_noweak_protein.pdb,fragments/split_sdf/fragments_frag_mcl1_noweak_9.sdf
fragments_frag_mcl1_noweak_10,3.709031553965031,fragments/frag_mcl1_noweak_protein.pdb,fragments/split_sdf/fragments_frag_mcl1_noweak_10.sdf
fragments_frag_mcl1_noweak_11,4.084350394395467,fragments/frag_mcl1_noweak_protein.pdb,fragments/split_sdf/fragments_frag_mcl1_noweak_11.sdf
fragments_frag_mcl1_noweak_14,4.128505490167253,fragments/frag_mcl1_noweak_protein.pdb,fragments/split_sdf/fragments_frag_mcl1_noweak_14.sdf
fragments_frag_mcl1_noweak_15,3.907729660394819,fragments/frag_mcl1_noweak_protein.pdb,fragments/split_sdf/fragments_frag_mcl1_noweak_15.sdf
fragments_frag_mcl1_noweak_13_flipped,3.8341378341085104,fragments/frag_mcl1_noweak_protein.pdb,fragments/split_sdf/fragments_frag_mcl1_noweak_13_flipped.sdf
fragments_frag_mup1_IBT,6.689503501325347,fragments/frag_mup1_protein.pdb,fragments/split_sdf/fragments_frag_mup1_IBT.sdf
fragments_frag_mup1_MT,4.150582862596392,fragments/frag_mup1_protein.pdb,fragments/split_sdf/fragments_frag_mup1_MT.sdf
fragments_frag_mup1_PT,6.0345353700934306,fragments/frag_mup1_protein.pdb,fragments/split_sdf/fragments_frag_mup1_PT.sdf
fragments_frag_mup1_SBT_R,6.196437738836817,fragments/frag_mup1_protein.pdb,fragments/split_sdf/fragments_frag_mup1_SBT_R.sdf
fragments_frag_mup1_SBT_S,6.196437738836817,fragments/frag_mup1_protein.pdb,fragments/split_sdf/fragments_frag_mup1_SBT_S.sdf
fragments_frag_mup1_IPT,5.776963802634596,fragments/frag_mup1_protein.pdb,fragments/split_sdf/fragments_frag_mup1_IPT.sdf
fragments_frag_mup1_ET,5.121996022316188,fragments/frag_mup1_protein.pdb,fragments/split_sdf/fragments_frag_mup1_ET.sdf
fragments_frag_p38_4,3.9739624795092507,fragments/frag_p38_protein.pdb,fragments/split_sdf/fragments_frag_p38_4.sdf
fragments_frag_p38_1_1W7H,2.8995207629886215,fragments/frag_p38_protein.pdb,fragments/split_sdf/fragments_frag_p38_1_1W7H.sdf
fragments_frag_p38_6,3.709031553965031,fragments/frag_p38_protein.pdb,fragments/split_sdf/fragments_frag_p38_6.sdf
fragments_frag_p38_5_1WBW,4.371358692368824,fragments/frag_p38_protein.pdb,fragments/split_sdf/fragments_frag_p38_5_1WBW.sdf
fragments_frag_p38_7,4.636289617913044,fragments/frag_p38_protein.pdb,fragments/split_sdf/fragments_frag_p38_7.sdf
fragments_frag_p38_3,3.009908677874838,fragments/frag_p38_protein.pdb,fragments/split_sdf/fragments_frag_p38_3.sdf
fragments_hsp90_frag_2rings_18,6.593833951696391,fragments/hsp90_frag_2rings_protein.pdb,fragments/split_sdf/fragments_hsp90_frag_2rings_18.sdf
fragments_hsp90_frag_2rings_17,7.300316185871968,fragments/hsp90_frag_2rings_protein.pdb,fragments/split_sdf/fragments_hsp90_frag_2rings_17.sdf
fragments_hsp90_frag_2rings_19,7.550528746158926,fragments/hsp90_frag_2rings_protein.pdb,fragments/split_sdf/fragments_hsp90_frag_2rings_19.sdf
fragments_hsp90_frag_2rings_15,7.270879455357446,fragments/hsp90_frag_2rings_protein.pdb,fragments/split_sdf/fragments_hsp90_frag_2rings_15.sdf
fragments_hsp90_frag_2rings_14,6.417213568609251,fragments/hsp90_frag_2rings_protein.pdb,fragments/split_sdf/fragments_hsp90_frag_2rings_14.sdf
fragments_hsp90_frag_2rings_16,5.975661909064383,fragments/hsp90_frag_2rings_protein.pdb,fragments/split_sdf/fragments_hsp90_frag_2rings_16.sdf
fragments_hsp90_frag_single_ring_10,6.115486905378631,fragments/hsp90_frag_single_ring_protein.pdb,fragments/split_sdf/fragments_hsp90_frag_single_ring_10.sdf
fragments_hsp90_frag_single_ring_3,6.115486905378631,fragments/hsp90_frag_single_ring_protein.pdb,fragments/split_sdf/fragments_hsp90_frag_single_ring_3.sdf
fragments_hsp90_frag_single_ring_9,5.41636367837493,fragments/hsp90_frag_single_ring_protein.pdb,fragments/split_sdf/fragments_hsp90_frag_single_ring_9.sdf
fragments_hsp90_frag_single_ring_8,5.909429089949952,fragments/hsp90_frag_single_ring_protein.pdb,fragments/split_sdf/fragments_hsp90_frag_single_ring_8.sdf
fragments_hsp90_frag_single_ring_11,5.975661909064383,fragments/hsp90_frag_single_ring_protein.pdb,fragments/split_sdf/fragments_hsp90_frag_single_ring_11.sdf
fragments_hsp90_frag_single_ring_12,6.321544018980296,fragments/hsp90_frag_single_ring_protein.pdb,fragments/split_sdf/fragments_hsp90_frag_single_ring_12.sdf
fragments_hsp90_frag_single_ring_2,5.099918298973542,fragments/hsp90_frag_single_ring_protein.pdb,fragments/split_sdf/fragments_hsp90_frag_single_ring_2.sdf
fragments_jak2_set1_2_3E63,5.818919723453058,fragments/jak2_set1_protein.pdb,fragments/split_sdf/fragments_jak2_set1_2_3E63.sdf
fragments_jak2_set1_9,6.155139429931956,fragments/jak2_set1_protein.pdb,fragments/split_sdf/fragments_jak2_set1_9.sdf
fragments_jak2_set1_8,6.457365793997668,fragments/jak2_set1_protein.pdb,fragments/split_sdf/fragments_jak2_set1_8.sdf
fragments_jak2_set1_5,5.732663428670586,fragments/jak2_set1_protein.pdb,fragments/split_sdf/fragments_jak2_set1_5.sdf
fragments_jak2_set1_10,5.2573882792000255,fragments/jak2_set1_protein.pdb,fragments/split_sdf/fragments_jak2_set1_10.sdf
fragments_jak2_set1_4a,5.051518202498014,fragments/jak2_set1_protein.pdb,fragments/split_sdf/fragments_jak2_set1_4a.sdf
fragments_jak2_set1_4b,5.051518202498014,fragments/jak2_set1_protein.pdb,fragments/split_sdf/fragments_jak2_set1_4b.sdf
fragments_jak2_set1_6,4.561695582648485,fragments/jak2_set1_protein.pdb,fragments/split_sdf/fragments_jak2_set1_6.sdf
fragments_jak2_set1_3,3.8529899604875455,fragments/jak2_set1_protein.pdb,fragments/split_sdf/fragments_jak2_set1_3.sdf
fragments_jak2_set1_1_3E62,4.405720844878697,fragments/jak2_set1_protein.pdb,fragments/split_sdf/fragments_jak2_set1_1_3E62.sdf
fragments_jak2_set1_7,6.520668485322049,fragments/jak2_set1_protein.pdb,fragments/split_sdf/fragments_jak2_set1_7.sdf
fragments_jak2_set2_extra_13_3E64,7.136160250581551,fragments/jak2_set2_extra_protein.pdb,fragments/split_sdf/fragments_jak2_set2_extra_13_3E64.sdf
fragments_jak2_set2_extra_21,6.137811320917255,fragments/jak2_set2_extra_protein.pdb,fragments/split_sdf/fragments_jak2_set2_extra_21.sdf
fragments_jak2_set2_extra_20,5.937147747930332,fragments/jak2_set2_extra_protein.pdb,fragments/split_sdf/fragments_jak2_set2_extra_20.sdf
fragments_jak2_set2_extra_18,6.126631216559046,fragments/jak2_set2_extra_protein.pdb,fragments/split_sdf/fragments_jak2_set2_extra_18.sdf
fragments_jak2_set2_extra_14,5.732663428670586,fragments/jak2_set2_extra_protein.pdb,fragments/split_sdf/fragments_jak2_set2_extra_14.sdf
fragments_jak2_set2_extra_12,5.471435342460573,fragments/jak2_set2_extra_protein.pdb,fragments/split_sdf/fragments_jak2_set2_extra_12.sdf
fragments_jak2_set2_extra_15,5.430436713691365,fragments/jak2_set2_extra_protein.pdb,fragments/split_sdf/fragments_jak2_set2_extra_15.sdf
fragments_jak2_set2_extra_22_flip,7.43838731647428,fragments/jak2_set2_extra_protein.pdb,fragments/split_sdf/fragments_jak2_set2_extra_22_flip.sdf
fragments_t4lysozyme_uvt_meta_methyl_ethyl_benzene,3.738468284479555,fragments/t4lysozyme_uvt_protein.pdb,fragments/split_sdf/fragments_t4lysozyme_uvt_meta_methyl_ethyl_benzene.sdf
fragments_t4lysozyme_uvt_methyl_benzene,4.032835940538297,fragments/t4lysozyme_uvt_protein.pdb,fragments/split_sdf/fragments_t4lysozyme_uvt_methyl_benzene.sdf
fragments_t4lysozyme_uvt_ethyl_benzene,4.209456323625438,fragments/t4lysozyme_uvt_protein.pdb,fragments/split_sdf/fragments_t4lysozyme_uvt_ethyl_benzene.sdf
fragments_t4lysozyme_uvt_ortho_methyl_ethyl_benzene,3.3337130644481037,fragments/t4lysozyme_uvt_protein.pdb,fragments/split_sdf/fragments_t4lysozyme_uvt_ortho_methyl_ethyl_benzene.sdf
fragments_t4lysozyme_uvt_m-xylene,3.4735373589353364,fragments/t4lysozyme_uvt_protein.pdb,fragments/split_sdf/fragments_t4lysozyme_uvt_m-xylene.sdf
fragments_t4lysozyme_uvt_p-xylene,3.407304890734413,fragments/t4lysozyme_uvt_protein.pdb,fragments/split_sdf/fragments_t4lysozyme_uvt_p-xylene.sdf
fragments_t4lysozyme_uvt_o-xylene,3.3631497949626272,fragments/t4lysozyme_uvt_protein.pdb,fragments/split_sdf/fragments_t4lysozyme_uvt_o-xylene.sdf
fragments_t4lysozyme_uvt_butyl_benzene,4.901220192543754,fragments/t4lysozyme_uvt_protein.pdb,fragments/split_sdf/fragments_t4lysozyme_uvt_butyl_benzene.sdf
fragments_t4lysozyme_uvt_propyl_benzene,4.790832628571045,fragments/t4lysozyme_uvt_protein.pdb,fragments/split_sdf/fragments_t4lysozyme_uvt_propyl_benzene.sdf
fragments_t4lysozyme_uvt_para_methyl_ethyl_benzene,3.9592441142519887,fragments/t4lysozyme_uvt_protein.pdb,fragments/split_sdf/fragments_t4lysozyme_uvt_para_methyl_ethyl_benzene.sdf
fragments_t4lysozyme_uvt_benzene,3.797341745508602,fragments/t4lysozyme_uvt_protein.pdb,fragments/split_sdf/fragments_t4lysozyme_uvt_benzene.sdf
fragments_t4lysozyme_uvt_isobutyl_benzene,4.739318174713875,fragments/t4lysozyme_uvt_protein.pdb,fragments/split_sdf/fragments_t4lysozyme_uvt_isobutyl_benzene.sdf
gpcrs_a2a_hip278_4g,8.142238401168443,gpcrs/a2a_hip278_protein.pdb,gpcrs/split_sdf/gpcrs_a2a_hip278_4g.sdf
gpcrs_a2a_hip278_4h,7.841045828296682,gpcrs/a2a_hip278_protein.pdb,gpcrs/split_sdf/gpcrs_a2a_hip278_4h.sdf
gpcrs_a2a_hip278_4jS,8.01172173656185,gpcrs/a2a_hip278_protein.pdb,gpcrs/split_sdf/gpcrs_a2a_hip278_4jS.sdf
gpcrs_a2a_hip278_4kU,8.493629853156671,gpcrs/a2a_hip278_protein.pdb,gpcrs/split_sdf/gpcrs_a2a_hip278_4kU.sdf
gpcrs_a2a_hip278_4lD,8.373152824007963,gpcrs/a2a_hip278_protein.pdb,gpcrs/split_sdf/gpcrs_a2a_hip278_4lD.sdf
gpcrs_a2a_hip278_4i,7.590052134541383,gpcrs/a2a_hip278_protein.pdb,gpcrs/split_sdf/gpcrs_a2a_hip278_4i.sdf
gpcrs_a2a_hip278_4a,6.9274284742235075,gpcrs/a2a_hip278_protein.pdb,gpcrs/split_sdf/gpcrs_a2a_hip278_4a.sdf
gpcrs_a2a_hip278_4b_D,7.329018805328196,gpcrs/a2a_hip278_protein.pdb,gpcrs/split_sdf/gpcrs_a2a_hip278_4b_D.sdf
gpcrs_a2a_hip278_4c,8.433391338582318,gpcrs/a2a_hip278_protein.pdb,gpcrs/split_sdf/gpcrs_a2a_hip278_4c.sdf
gpcrs_a2a_hip278_4d,7.730609136432883,gpcrs/a2a_hip278_protein.pdb,gpcrs/split_sdf/gpcrs_a2a_hip278_4d.sdf
gpcrs_a2a_hip278_4o,8.35759121359148,gpcrs/a2a_hip278_protein.pdb,gpcrs/split_sdf/gpcrs_a2a_hip278_4o.sdf
gpcrs_a2a_hip278_4f,8.423351703124426,gpcrs/a2a_hip278_protein.pdb,gpcrs/split_sdf/gpcrs_a2a_hip278_4f.sdf
